id,Name,Age,CountryCode,Salary
18581,Alice Goad,62,185,8864994
18582,Doris Carr,72,298,9790902
18583,Sandra Jefferson,91,190,3555404
18584,Angela Reed,29,363,9648250
18585,Charles Blackmer,36,346,1506729
18586,Gregg Calley,24,403,729639
18587,Amelia Montondo,42,463,2894270
18588,Kimberly Gregor,92,304,2696901
18589,Barbara Harding,35,307,4354954
18590,Rebecca Dulaney,100,407,877474
18591,Agnes Vaughn,60,123,8939
18592,Kenneth Macon,98,268,7054339
18593,Wonda Mangrum,56,255,7107424
18594,Bertha Horn,89,203,8787663
18595,Edna Smith,88,406,1495425
18596,Amy Schumacher,71,94,8724513
18597,Susanna Starkey,20,366,30663
18598,Mike Jones,71,63,7693364
18599,Joe Roscioli,72,222,9145561
18600,Arthur Kueny,91,263,3595314
18601,Michael Bouska,70,80,1685735
18602,Jesus Boyd,28,86,6660616
18603,Rebecca Gomer,67,263,7652827
18604,Thomas Davis,50,468,8976494
18605,Charlotte Baugh,48,487,9938302
18606,Lindsey Chavez,52,300,1057631
18607,Reid Dodd,39,210,7284895
18608,John Causey,47,100,602123
18609,Susan Terry,72,122,7057965
18610,David Carr,26,211,6201766
18611,John Seng,100,41,6384229
18612,James Ray,93,3,5938217
18613,Dolores Webber,59,377,214402
18614,Linda Motta,64,274,376673
18615,Eve Eglinton,22,458,6598597
18616,Margaret Walton,69,64,581454
18617,Margaret Dunn,91,268,4844754
18618,Franklin Wade,85,2,4925846
18619,Delmar Alger,22,156,1235012
18620,Hosea Brown,18,367,7032382
18621,Michael Williams,40,210,5797681
18622,Michael Mason,83,224,968057
18623,Aline Waterson,27,485,8144533
18624,Michelle Pacheco,27,383,6935448
18625,Barbara Hagan,59,431,2913693
18626,Tami Harris,44,460,594534
18627,Reginald Jackson,55,64,101831
18628,Keith Tso,99,271,1610123
18629,James Koester,21,134,818814
18630,Michael Isaac,88,354,747219
18631,Theresa Robichaud,31,407,9509889
18632,Patricia Rowland,36,314,8850807
18633,Carmen Wilson,96,236,223943
18634,Mary Cummings,78,179,251875
18635,Betty Rossman,58,153,9901494
18636,Minnie Tatum,79,138,7398389
18637,Donna Bean,67,386,293200
18638,Paulita Browne,63,365,1700807
18639,David Pickens,26,282,7313620
18640,Ruthie Dickerson,51,60,6366201
18641,Cynthia Wall,61,111,7562841
18642,Michael Day,33,171,1345199
18643,Robert Banick,32,50,4342858
18644,Samantha Lebeouf,96,110,3637465
18645,Edward Farris,21,109,2557531
18646,Carlos Williams,36,297,7620697
18647,Bonita Lotti,93,214,3980050
18648,Robert Dominguez,71,205,8743966
18649,Victoria Tackitt,58,214,261151
18650,Jeffrey Hosford,74,248,5542466
18651,Mary Kimbrell,52,248,9781181
18652,Belinda Barfield,35,127,4108163
18653,Marsha Harrington,60,292,9289646
18654,Anthony Cooks,94,39,4360862
18655,Ava Cobb,36,286,2831891
18656,Roger Yates,63,166,1260703
18657,James Henderson,38,191,6907321
18658,Thomas Degroat,84,31,5310307
18659,Shawn Cohen,34,212,6765839
18660,Etta Bullins,28,477,5792326
18661,Mark Baker,85,132,4705902
18662,Mary Rodriguez,64,311,333822
18663,Clarice Michels,88,456,7793339
18664,Vivian Gourdine,18,200,1150216
18665,Jesus Green,73,179,6852372
18666,Antonio Wilson,24,16,9823616
18667,John Brown,24,317,7184255
18668,Maryellen Martinez,42,141,7004238
18669,Samuel Schulte,79,424,6154719
18670,Amber Turcotte,52,290,4290162
18671,Luis Hoch,41,90,6449902
18672,Ruby Drake,20,288,6658860
18673,Maria Cooper,24,433,5458002
18674,Judith Perry,93,2,6070177
18675,Denise Himes,56,87,7372696
18676,Phyllis Arledge,92,355,2322185
18677,Vickie Meyer,39,456,5815660
18678,Maria Schumacher,47,364,3407652
18679,Natalie Nett,61,83,53734
18680,Avril Anderson,39,312,9923031
18681,Josefina Calhoun,64,438,1158916
18682,Erin Braddy,59,405,3377656
18683,Margie Nelson,63,72,9404185
18684,Marc Smith,46,18,3487537
18685,Barbra King,51,309,1752202
18686,Mary Drew,96,51,569985
18687,Phillip Ogden,20,487,5135678
18688,Lakeisha Burton,52,36,5729337
18689,Veronica Routh,91,111,3909302
18690,John Slade,78,13,4155666
18691,Diana Bedolla,41,304,4536309
18692,Cynthia Ankney,76,166,9208931
18693,David Robinson,69,71,6594780
18694,Dale Martinez,26,154,9917624
18695,Micheal Eldred,96,346,7011943
18696,Sylvia Williams,81,284,1175581
18697,Robert Mcmillian,20,385,9513206
18698,Dixie Erickson,94,494,8800104
18699,Francis Richardson,81,327,7927845
18700,Thomas Newberry,93,239,9978616
18701,Adrian Traylor,84,472,2640811
18702,Kenneth Hall,42,331,1359399
18703,Jack Mcbride,87,57,4421853
18704,James Harner,50,460,6654145
18705,Albert Clark,86,379,8761673
18706,Candace Schmidt,90,345,3641911
18707,Gregory Mccurdy,70,159,2941542
18708,Sergio Pringle,43,38,9690267
18709,Steven Brennan,94,489,5826175
18710,Blake Lusk,89,360,3289119
18711,Joyce Kostiuk,27,267,4595627
18712,Janet Edwards,94,22,6315606
18713,Jessica Palmer,32,138,832911
18714,Patricia Evans,25,170,6345114
18715,Keith Arnold,77,183,1390000
18716,Eleanor Bernier,67,286,6405941
18717,Joseph Hunter,75,431,2500678
18718,Esther Eastman,23,168,496379
18719,James Whetstone,52,37,2051284
18720,Calvin Cleare,22,183,4297417
18721,Martha Watkins,68,272,35960
18722,Carolyn Hammett,92,112,6246203
18723,Bobby Schoch,98,299,7137223
18724,Michelle Kelly,65,497,7906783
18725,Tamatha Kelly,63,443,4836779
18726,Allen Nieves,18,490,7835151
18727,Russel Waller,47,323,5367281
18728,Gary Mcvey,31,190,9362464
18729,Elnora Johanson,18,282,6155227
18730,Francis Reyna,28,25,9968519
18731,Jerry Langehennig,99,107,1446437
18732,John Hughes,55,308,6870849
18733,Stephen Larrabee,38,431,9618655
18734,Stephen Mcclendon,18,481,1663081
18735,Elizabeth Smith,30,387,7362314
18736,Andrew Moss,96,420,5472568
18737,Sara Willard,33,190,3390188
18738,David Brown,48,312,7952618
18739,Dorothy Hoag,84,237,6245545
18740,Petra Tattershall,97,366,5345791
18741,Dorothy Morgan,97,359,501502
18742,Charles Arfman,69,179,2067884
18743,Frank Peavey,53,367,2558219
18744,Mabel Nottage,76,73,4251287
18745,Judy Duckworth,95,275,2871311
18746,John Young,81,395,7969397
18747,Ophelia Smith,46,345,3597700
18748,Lynn Cobb,80,25,6607722
18749,Craig Lawrence,91,151,9287889
18750,Paul Deboard,93,465,740005
18751,Heather Cockerham,30,461,3737202
18752,Edgar Hernandez,79,383,2375322
18753,Barbara Louis,74,351,3053811
18754,Williams Lovell,37,244,1507326
18755,Susan Kelley,92,184,1345181
18756,Frank Hoag,31,264,9023088
18757,Daniel Caldwell,29,282,5859273
18758,Joanne Holland,100,403,6839028
18759,Kathleen Brown,29,288,426914
18760,Willard Blair,43,70,3071880
18761,Patrice Williams,96,477,8711101
18762,Joseph Favela,44,114,8503025
18763,Russell Lopez,77,297,2615155
18764,Tyler Gunderson,40,369,1861400
18765,Timothy Hansford,80,244,1901372
18766,Christopher Courtney,18,435,4592479
18767,Kim Chisholm,100,247,8552347
18768,Barry Brito,40,86,418534
18769,Sarah Apodaca,88,214,9785398
18770,Kathryn Russell,85,341,2028062
18771,Nicholas Bower,66,153,2646832
18772,Monica Doleman,42,359,7180813
18773,Maria Wingerd,61,433,5785578
18774,Donald Lowe,84,245,7504335
18775,Victor Gonzalez,59,499,6565054
18776,Daniel Faires,62,79,853303
18777,Leonardo Wiles,60,280,8431308
18778,Matthew Nix,23,28,3144878
18779,Christopher Pearson,57,183,4672404
18780,Lola Davis,26,488,1578718
18781,Loren Owen,89,115,5430064
18782,Nicolas Benton,70,29,1218247
18783,Anastacia Watson,51,134,7296951
18784,Larry Garza,22,384,54107
18785,Todd Gambles,36,246,6236618
18786,Brian Davidson,51,311,5911235
18787,Joyce Beaulieu,65,119,8886765
18788,Christopher Rincon,74,17,4500962
18789,Maxine Lopez,24,61,46527
18790,Mathew Jiggetts,77,271,2252451
18791,Christopher Pulido,58,195,5769858
18792,Kimberly Jarrett,94,462,2114675
18793,Helen Casey,30,213,264250
18794,Luisa Hampton,56,184,5339715
18795,Dawn Harris,43,35,8218594
18796,Christine Ladner,83,253,3275661
18797,Alberta Smith,70,24,5893957
18798,Millard Aquilar,64,225,7433309
18799,Mary Holman,83,20,6693465
18800,Norman Carrillo,48,128,5871567
18801,Christine Moran,54,481,9602626
18802,Tomika Schmitt,91,139,2392746
18803,Louis Booker,47,243,9611130
18804,Loretta Brown,86,119,9879492
18805,Ora Sutherland,63,236,1317836
18806,Michael Bowell,57,249,2283840
18807,Patricia Rowland,87,123,9850000
18808,Kenneth Oconnor,28,316,7937849
18809,Laurie Sites,86,278,4331055
18810,Joseph Brown,94,148,7536685
18811,Martha Brown,35,406,1103151
18812,James Wagner,81,298,9650566
18813,Stephanie Bentley,56,284,7896338
18814,Elijah Estes,84,463,9979265
18815,Kimberly Bleakley,24,113,2364245
18816,Jennifer Hix,34,140,3933872
18817,Nicholas Jackson,97,29,936880
18818,Sharon Weaver,65,468,1042627
18819,Helga Frazier,29,471,4287213
18820,Jesse Riedel,29,156,6402343
18821,Chris Bonds,66,393,4464071
18822,Annie Boehmke,94,222,7640086
18823,William Beard,45,224,7115428
18824,Sallie Lyles,46,35,7323042
18825,Dorothy Soderlund,100,280,6069848
18826,Jose Anderson,68,75,6722471
18827,Elenora Flores,56,51,9913933
18828,Jeffrey Abbott,54,494,3126207
18829,Penny Odell,21,476,8533684
18830,Hugh Lecky,27,290,5916916
18831,Rosalie Eberhart,100,234,6488674
18832,Debra Rosenberg,78,82,9336804
18833,Louis Jackson,50,131,332475
18834,Gayle Tsasie,80,374,9786787
18835,Benjamin Harrod,79,427,1303634
18836,Juanita Roberson,35,423,8860419
18837,Abigail Salter,19,401,9612704
18838,Stacy Collazo,84,430,3084766
18839,Deann Ring,63,88,4509684
18840,Daniel Daniel,22,479,1894403
18841,Danny Troutt,83,245,1131265
18842,Robert Blassingame,69,410,6372919
18843,Harry Kannenberg,23,429,6562211
18844,Sarah Gentges,90,317,2763325
18845,Henry Ostrander,100,162,5454415
18846,Gregory Raphael,84,358,498887
18847,Greg Rohan,30,51,7387863
18848,Gary Johnson,39,262,2628942
18849,Phyllis Kort,46,32,5155079
18850,Christopher Miller,18,365,6895242
18851,James Hopkins,72,135,1057312
18852,Mildred Watkins,94,66,1962186
18853,Lisa Stewarts,92,48,4679794
18854,James Hutt,82,301,1886252
18855,Linda May,41,58,8178440
18856,Mayra Acton,92,327,7747621
18857,Donald Davis,51,121,4124284
18858,Javier Dickerson,72,118,2480706
18859,Joyce Provence,45,216,109802
18860,Julie Gauger,36,336,322199
18861,Mary Morgan,62,59,2827091
18862,Herman Redman,61,448,9589385
18863,Rebecca Collins,26,246,8158145
18864,Francis Homer,47,54,5720505
18865,Mary Lacy,79,291,9662982
18866,Mike Vance,80,343,5965559
18867,Cheri Estrella,64,228,8819068
18868,Armando Wallace,44,217,6668948
18869,Joan Parsons,63,175,3878230
18870,Valentine Mendez,71,423,2716220
18871,Lisa Dykes,92,82,7215439
18872,David Copeland,86,454,1032962
18873,Don Adams,95,121,46544
18874,Marcella Knox,90,219,558952
18875,Helen Bivens,32,62,1838916
18876,Jesus Mcdivitt,40,19,6658145
18877,Alma Gee,46,192,8928896
18878,Betty Smith,84,187,8587115
18879,Myra Skinner,25,411,5107531
18880,Donna Raymond,93,408,108113
18881,Nicholas Hemmer,89,415,7855331
18882,Richard Surita,25,313,5105610
18883,Elizabeth Alexander,59,39,5813654
18884,Marjorie Flynn,97,184,3580451
18885,Cecilia Zwolinski,19,410,3041297
18886,Laura Royal,75,422,1194858
18887,David Treadwell,38,247,175263
18888,Gregory Able,47,381,6573060
18889,David Hesselschward,91,378,9533647
18890,Roberta Fairbanks,35,93,58553
18891,Barbara Belka,90,495,8454984
18892,Doris Ford,42,11,8068059
18893,Anthony Cheatam,78,445,8957178
18894,Rigoberto Corrie,77,192,1870673
18895,Curtis Clark,80,407,7964712
18896,Katherine Sayers,53,25,9106646
18897,Margaret Sanford,75,409,6561708
18898,Ada Harris,84,457,1971505
18899,John Splatt,19,289,4568299
18900,Ella Aleo,89,300,8665519
18901,Kevin Cousins,55,292,4828686
18902,Robert Saade,27,170,2698321
18903,Erma Rose,23,40,5398152
18904,Mark Allen,24,467,4190572
18905,Carol Driskill,45,500,7919067
18906,Rosella Mills,56,450,7558410
18907,Todd Lietzke,36,287,9270440
18908,Alan Ramos,23,288,139324
18909,Anna Hale,40,139,6992025
18910,Micah Cavazos,72,414,6925683
18911,Sandra Gardner,44,281,7852230
18912,John Conn,67,448,6184500
18913,Joshua Nockels,49,52,2506420
18914,Jerry Petty,89,420,1413888
18915,Michael Basye,48,360,8957162
18916,Lucille Giles,79,91,8959942
18917,Helen Graves,82,75,6579326
18918,Lori Harlow,44,10,6230625
18919,Gregory Linkous,45,326,6957433
18920,Donald Pettiford,62,483,3409055
18921,Lana Fulmore,73,157,6294016
18922,Mark Bryant,58,348,4264805
18923,David Jones,89,396,8456845
18924,Darron Fekete,41,401,8324321
18925,Nicholas Sutton,37,451,4402871
18926,Donald Martinez,55,366,4464752
18927,Darlene Gran,87,111,1785563
18928,Jovita Dorsey,92,247,2626358
18929,David Diliberto,33,383,1877804
18930,Susan Esposito,18,169,1149228
18931,Douglas Mullins,77,393,4815661
18932,Robert Donovan,76,7,2926852
18933,Matthew Evans,35,10,6683341
18934,Edmond Veach,58,384,2902319
18935,Rodney Stewart,69,356,2677054
18936,Christopher Gonzales,98,314,4688973
18937,Colleen Beecher,59,67,9959544
18938,Michael Rich,43,20,9455943
18939,Martha Mandrell,43,432,3477624
18940,Carolyn Gooding,75,41,2136382
18941,Steve Cambell,72,288,5576348
18942,Dudley Smith,57,124,2031972
18943,Thomas Tina,65,62,3327661
18944,Jacinta Bouley,23,112,9240358
18945,Jay Kidder,96,316,2904113
18946,Peggy Holzman,71,46,2904744
18947,Donald Greenlaw,44,326,6849603
18948,Agnes Marino,100,289,3050358
18949,Jose Garcia,18,371,6759383
18950,Esther Jones,41,378,2658067
18951,Jack Norris,31,459,3133005
18952,Wallace Nicholson,63,32,9405529
18953,Rachel Harris,88,188,5157076
18954,Earl Taylor,53,459,578288
18955,Oma Terrill,46,115,3536616
18956,Clarence Maley,23,275,6956398
18957,Steven Santiago,21,115,1712613
18958,Jose Hughes,98,287,7648444
18959,Gerald Holland,79,341,9462891
18960,Georgianna Watts,88,85,7938935
18961,Patricia Olaughlin,77,483,6921271
18962,Garrett Bush,34,445,3169229
18963,Dennis Sherrill,46,475,3223215
18964,Lori Hansen,46,488,3407439
18965,Gabriel Grubb,42,179,4019212
18966,Bessie Castillo,46,391,28443
18967,Maryellen Hutton,100,324,8082263
18968,Anthony Seider,30,418,8194679
18969,Richard Ventura,24,239,7637249
18970,Doug Mccullough,38,381,5957929
18971,Peter Damico,80,480,8842823
18972,William Hurst,79,384,8377197
18973,Melissa Squires,95,229,7383667
18974,Jo Patterson,69,109,5079942
18975,Leonard Sanchez,97,224,8575305
18976,Brian Reilly,42,436,9098831
18977,Alex Segura,31,208,5412383
18978,Chester Marinello,71,404,5264126
18979,Sue Pisani,56,365,6847786
18980,Karyl Case,44,391,3716026
18981,Shirley Morgan,84,121,2192960
18982,Carmen Hackett,79,146,9898494
18983,Jack Haynes,78,120,8356092
18984,Allen Harris,23,189,9028237
18985,Lucile Ballard,89,467,5835400
18986,Aaron Lord,90,405,9260882
18987,Allen Timmins,38,101,1760012
18988,Dave Duarte,47,20,492793
18989,Deborah Napier,90,477,3151044
18990,Frank Baxter,33,275,5401393
18991,Etha Burriss,28,486,6945950
18992,Fawn Thompson,27,35,2948542
18993,Drew Silva,73,386,5515911
18994,Freddy Vaness,81,93,6595825
18995,Kimberly Swineford,61,470,3948209
18996,Roy Miller,92,490,2142143
18997,Sidney Willis,50,343,9897823
18998,Jeremy Guy,71,123,6920361
18999,Dana Gardner,87,202,2202127
19000,Pamela Brown,73,182,1205172
19001,Brian Vazquez,78,53,7716089
19002,Kathleen Maynard,87,448,2468018
19003,Cory Valenza,60,458,9746492
19004,Marie Hart,42,167,391987
19005,Gloria Stommes,94,27,554510
19006,Mary Holcomb,84,484,3012203
19007,James Henry,47,31,8653407
19008,Alex Reid,28,324,2217649
19009,Deshawn Galvan,94,56,9830811
19010,Julia Beck,21,140,8321501
19011,Timothy Niver,53,138,5051090
19012,Charles Leonard,72,51,2525625
19013,Ann Burbach,94,438,5060397
19014,Rosemary Bray,47,464,7987689
19015,Harlan Rakes,56,281,1972446
19016,Benjamin Ibanez,98,127,5336689
19017,Walter Silverwood,82,283,7294530
19018,Joyce Watson,37,31,5825010
19019,Earnestine Salomon,85,434,2891026
19020,Karen Jimenez,34,390,917758
19021,Barbara Mattingly,67,222,2383912
19022,Jose Morse,33,268,7498143
19023,Ernest Orange,31,1,2501424
19024,Roy Avila,96,285,2711502
19025,Lawrence Sipes,52,244,5129062
19026,Tracy Fletcher,19,223,3081120
19027,Bryan Franklin,45,211,2336501
19028,Richard Diaz,73,378,2483033
19029,Nicholas Gonsales,81,78,7807846
19030,Zachary Bonner,92,384,3675084
19031,Melody Bombich,40,231,8509267
19032,Bridgett Kasper,63,464,6912945
19033,Brian Smith,86,348,5450117
19034,Petra Bankston,23,320,4119632
19035,Michael Beede,35,353,5556957
19036,Patricia Putnam,69,413,933839
19037,Laura Strickland,71,337,9263109
19038,Joel Christmas,74,36,1951173
19039,John Tran,97,126,7832267
19040,Maria Burks,66,412,4206435
19041,Lorene Laplante,26,287,1800035
19042,Christine Baker,85,380,8848453
19043,Brandon Saldana,74,365,1938644
19044,Sarah Bickers,92,277,244683
19045,Thomas Vasquez,51,381,2247989
19046,Irene Michaels,31,102,7890891
19047,George Crafton,39,39,2445842
19048,David Hardcastle,72,244,1410837
19049,Vicki Tesch,90,12,9164539
19050,Basil Eady,74,490,1613029
19051,Katherine Borthwick,72,286,2976101
19052,Melissa Buchanan,75,118,667763
19053,Adrian Mckesson,58,471,3637264
19054,Jill Young,56,143,3777137
19055,Jack Gooding,34,333,1672789
19056,Dan Hughes,83,428,451902
19057,Donald Morales,41,118,4605081
19058,Mona Gordon,23,135,8578371
19059,Sean Steinbach,84,104,3073847
19060,Roy Allen,35,125,2336487
19061,Frederick Fulmer,44,183,7342735
19062,Michael Adame,82,330,7822361
19063,Anglea Sutch,70,131,1786727
19064,Yajaira Vavra,80,437,9808553
19065,Lauralee Jones,97,166,4552663
19066,Paul Klima,28,177,9787817
19067,Carl Southerland,21,125,1939187
19068,Gertrude Humphrey,70,241,4999659
19069,William Forrester,47,177,6506700
19070,Alvaro Mcclenon,22,222,6538084
19071,Barbara Warden,62,137,5086257
19072,Mary Powers,67,457,9983904
19073,Agnes Duncan,65,358,5616790
19074,Cindy Byrne,63,403,2202742
19075,Robert Graves,24,258,5944262
19076,Ray Kelton,75,455,3726765
19077,Leroy Jenkins,20,194,3317462
19078,James Cochran,26,266,8334570
19079,Josephine Bautista,81,280,8211156
19080,Anthony Scott,60,448,4933861
19081,Kenneth Fields,61,25,1389996
19082,James Ryan,32,165,2677210
19083,Garland Nurse,67,161,9699134
19084,George Choi,54,180,4659459
19085,Anna Mendez,87,99,6433987
19086,Andre Shaffer,88,234,4952924
19087,Diane Theriot,68,176,331700
19088,Matthew Manlangit,58,335,3199499
19089,Robert Cash,46,334,5418026
19090,Velma Soto,30,368,9401777
19091,John Riggio,41,29,6413482
19092,Michael Cano,44,471,9348104
19093,Jo Baker,70,273,5639486
19094,Joette Pendleton,90,156,3169318
19095,Daniel Bonilla,92,327,474702
19096,Wendi Marino,95,392,7542774
19097,John Coon,32,195,3576282
19098,Charles Yost,26,231,8091756
19099,David Whitlow,63,315,5524456
19100,Donald Williams,62,155,576932
19101,Loretta Kulik,29,373,653012
19102,Roger Michel,18,444,3931307
19103,Adelina Neal,40,131,1446321
19104,Jacqueline Steele,63,500,8400878
19105,Nicole Potter,28,287,3500039
19106,Peggy Cowan,37,220,8926292
19107,Ermelinda Waters,96,54,924789
19108,Beverly Ward,81,417,3688292
19109,Jennifer Thibeault,47,384,3155675
19110,Margie Summers,32,180,5524425
19111,Sherry Jester,46,377,4135002
19112,Michelle Dungy,41,241,3636658
19113,Nancy Matthews,53,116,1527788
19114,Wendy Stevenson,81,122,4411462
19115,Lisa Rivera,39,251,6551326
19116,Marlon Contreras,58,435,213849
19117,Robert Wingfield,36,266,248679
19118,Olivia Greenawalt,97,23,4534772
19119,Betsy Cumming,29,370,7546658
19120,Jay Francis,62,30,2165447
19121,Austin Rogers,73,107,1798492
19122,John Mendez,25,295,5895946
19123,Kirsten Kimberlin,93,158,7333318
19124,Della Murphy,35,381,2085422
19125,Nestor Mcdonald,57,286,5222912
19126,Stacy Moore,88,135,6724558
19127,Kelly Sparks,85,137,6295455
19128,Shirley Geesey,44,119,4959432
19129,Marie Pezzuti,29,488,5689341
19130,Carol Gilmore,66,226,7245555
19131,Ana Geib,53,97,8349891
19132,Florine Jackson,25,215,9642884
19133,Joseph Francis,64,476,3231804
19134,Daniel Osler,58,415,8051090
19135,Shelby Groulx,62,115,4819203
19136,Michael Conner,73,24,9143451
19137,Joanne Kruger,78,417,8325862
19138,Reba Hall,60,268,904514
19139,April Tapia,37,295,1970421
19140,Lisa Heath,98,318,6614923
19141,Joycelyn Davis,46,130,302813
19142,Charles Dashiell,39,303,673568
19143,Monica Ramirez,73,72,1572818
19144,Myrl Kearns,67,324,1003549
19145,Scott Mcadams,62,76,6849116
19146,Paul Bearfield,51,472,8012444
19147,Georgeann Houck,27,284,4078559
19148,Craig Cookson,40,451,2200801
19149,Kurt Conway,60,357,2899838
19150,Claude Cardenas,76,466,6517222
19151,Janice Morris,58,494,968236
19152,Margaret Kohler,77,449,8090599
19153,Gerald Soto,78,96,1110184
19154,Nathan May,100,11,2336355
19155,Marta Walker,43,116,5351141
19156,Lisa Meidl,49,455,3847023
19157,Michael Kent,26,183,7505590
19158,Sandra Patton,26,190,2067468
19159,Claude Goodale,20,412,6841416
19160,Harriet Mclendon,43,407,4548328
19161,June Goff,71,31,8511709
19162,Herbert King,30,447,2951625
19163,John Olivero,20,210,8243178
19164,Lori Farmer,40,424,7292876
19165,Teresa Kong,54,336,2595139
19166,Cheryl Monroe,77,285,9919378
19167,Romeo Mullinax,93,92,1375556
19168,Emily Robertson,70,93,8982282
19169,Mark Rembert,89,321,8597587
19170,Mary Wright,21,36,7185551
19171,Joanne Brooks,49,464,9614140
19172,Brenna Dale,83,339,8227145
19173,Steven Filip,64,113,1227572
19174,Glenda Pipkin,86,202,8256
19175,Juan Carpenter,48,65,6699404
19176,Clarice Argueta,22,406,6245031
19177,Paul Walls,84,64,2606553
19178,Matthew Leisure,40,369,4579233
19179,Lawrence Lust,18,64,4116202
19180,John Perillo,43,265,3123203
19181,Robert Ellison,82,116,3364086
19182,Gary Baum,46,91,4334168
19183,Kimberly Snively,56,33,6963309
19184,Billy Nolazco,87,227,3542654
19185,Susan Dean,40,227,2632019
19186,Tyler Pratt,81,8,2257163
19187,Vicki Wagner,55,100,660545
19188,Edith Fricke,95,457,5273174
19189,Charisse King,79,428,1708708
19190,Marie Simmons,57,1,2130048
19191,Keith Goodman,59,412,7612182
19192,Shana Niemi,42,283,9002160
19193,Paul Lundsford,59,480,6641732
19194,Gregory Nutt,43,294,7914437
19195,Phillip Hensler,92,432,2087584
19196,Paul Fisk,38,339,3201998
19197,Mary Lewis,40,457,9381261
19198,Destiny Bennett,50,284,8160737
19199,Paula Knapp,82,382,9842937
19200,Judith Clattenburg,46,471,4616379
19201,Ada Jordan,29,69,6479828
19202,Patricia Jones,75,300,9783112
19203,Jerry Gutierrez,25,190,8520099
19204,Grace Heck,84,451,2541947
19205,James Nunez,38,203,5521426
19206,Tyson Doolittle,52,483,7426886
19207,Kristine Bolton,21,155,2782022
19208,Jeffrey Riley,51,89,5079380
19209,William Miller,100,426,7966770
19210,Violet Harris,46,418,8143143
19211,Jillian Marroquin,50,196,9263148
19212,Darrell Rumley,33,175,5871224
19213,Mark Parker,84,360,24713
19214,Jill Goodrow,64,369,2298779
19215,Devon Baker,27,435,8457702
19216,Grace Gilbreath,69,378,8445687
19217,Jason Winchenbach,65,414,3378916
19218,Joanna Connel,44,340,1048909
19219,Steve Trawick,29,155,637632
19220,Daniel Graves,53,213,377698
19221,Sarah Leon,99,278,6415021
19222,Rodney Soares,79,122,5118046
19223,Daniel Porter,79,23,637666
19224,Angela Doane,56,21,3846357
19225,Jennifer Rood,77,112,9475572
19226,Audry Myers,80,217,1174977
19227,Regina Desai,73,171,1898930
19228,Dorian Wilson,73,424,3981621
19229,Lola Macias,44,83,4540525
19230,Melissa Alcorn,93,337,6785935
19231,Gary Hickson,40,137,8176682
19232,Carola Smith,71,383,9280443
19233,Fred Bunch,59,304,6091488
19234,Gregory Stalker,70,441,6572574
19235,Alysha Bellman,95,80,5754526
19236,Jean Reading,35,63,2123950
19237,Gertrude Holt,85,416,6417686
19238,Jennifer Caldwell,50,411,7423573
19239,Marion Silvia,65,323,9324556
19240,Tasha Neumann,30,316,477245
19241,Wayne King,30,93,2599293
19242,Gale Sikes,55,443,7830669
19243,Donald Graham,66,226,465795
19244,Terry Willsey,74,32,1220314
19245,Matthew Marks,98,479,2838715
19246,Agnus Daniel,53,458,6527462
19247,Donna Hicks,72,485,6542245
19248,Mary Flores,34,309,2905087
19249,Phillip Tsosie,74,17,5640579
19250,James Wilson,45,260,2495551
19251,John Mullins,88,450,3767217
19252,Rodney Mihalik,63,417,8138662
19253,Judith Whitten,32,149,9252250
19254,Jessica Drakeford,30,393,8393496
19255,Micheal Brevell,24,69,1016317
19256,Lisa Tolle,74,12,6085980
19257,Mark Level,39,237,1716625
19258,Al Dimaio,67,400,901906
19259,Louis Gardner,93,302,1406853
19260,Geneva Strickland,21,47,7253616
19261,Jolie Cedillo,63,133,830673
19262,Fred Sharpton,47,81,7690593
19263,Mary Swalley,36,403,194613
19264,Dorothy Chidester,94,205,2765706
19265,John Loughner,89,322,5142605
19266,Joshua Shelton,46,364,9069722
19267,Linda Diekmann,83,253,3849498
19268,Alice Fields,33,81,8805211
19269,Morris Adkins,88,493,1310806
19270,Kimberly Nichols,90,391,9693246
19271,Chanell Peterson,78,455,2243191
19272,Valerie Cambareri,94,289,6227184
19273,Alma Risinger,41,211,4058108
19274,Thomas Litecky,31,204,3601040
19275,Joseph Jones,66,227,9353365
19276,Lisa Pollmann,84,124,4883661
19277,Kristy Wilson,69,416,3278280
19278,Melvin Ross,43,64,4745756
19279,Richard Wien,41,172,822272
19280,Clifford Stevens,71,380,8357382
19281,John Rotenberry,31,72,9195169
19282,Jeffrey Johnson,47,319,6691498
19283,Timothy Rosa,49,198,2020213
19284,Lester Johnson,24,205,2109143
19285,Stephanie Chapman,31,40,2110997
19286,Beverly Wilkinson,83,313,1502433
19287,Sandra Smiley,65,337,9462051
19288,Bernarda Miller,79,72,4225098
19289,Bernadette Luthy,22,434,9452120
19290,Michael Vazquez,47,322,2615914
19291,Joann Hammons,38,179,8369569
19292,Barbara Foster,27,204,8032090
19293,Anthony Wallace,93,496,4456655
19294,Jeanne Engebretson,56,174,8935411
19295,Thomas Holt,73,46,4552333
19296,Gary Winstead,79,413,5146457
19297,Curtis Gamble,55,184,1481301
19298,Adam White,33,295,2599806
19299,Marvin Carter,34,27,165490
19300,Jo White,92,350,6511355
19301,Francisco Henderson,51,18,2979186
19302,Kathy Leal,70,66,2250172
19303,David Zaccaria,87,231,8560639
19304,Conrad Broker,87,361,2124685
19305,Charles Smith,81,8,149823
19306,Mary Rocha,28,430,7943669
